event_url,event_name,event_winner,event_weight_class,event_winning_method,event_total_rounds,event_total_seconds,event_date,fighter1_url,fighter1_name,fighter1_knockdown,fighter1_landed_significant_strikes,fighter1_total_significant_strikes,fighter1_success_takedown,fighter1_total_attempted_takedown,fighter1_submission_attempt,fighter1_control_time_in_seconds,fighter1_significant_strikes_breakdown_head,fighter1_significant_strikes_breakdown_head_total,fighter1_significant_strikes_breakdown_body,fighter1_significant_strikes_breakdown_body_total,fighter1_significant_strikes_breakdown_leg,fighter1_significant_strikes_breakdown_leg_total,fighter1_significant_strikes_breakdown_distance,fighter1_significant_strikes_breakdown_distance_total,fighter1_significant_strikes_breakdown_clinch,fighter1_significant_strikes_breakdown_clinch_total,fighter1_significant_strikes_breakdown_ground,fighter1_significant_strikes_breakdown_ground_total,fighter1_significant_strikes_absorbed_per_minute,fighter1_weight_lbs,fighter1_average_takedown_landed_per_15_minutes,fighter1_reach_cm,fighter1_significant_strikes_per_minute,fighter1_average_submission_landed_per_15_minutes,fighter1_significant_striking_accuracy,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_stance,fighter1_significant_strikes_pct,fighter1_age,fighter1_significant_strike_defence,fighter1_birthdate,fighter1_takedown_pct,fighter1_height_cm,fighter2_url,fighter2_name,fighter2_knockdown,fighter2_landed_significant_strikes,fighter2_total_significant_strikes,fighter2_success_takedown,fighter2_total_attempted_takedown,fighter2_submission_attempt,fighter2_control_time_in_seconds,fighter2_significant_strikes_breakdown_head,fighter2_significant_strikes_breakdown_head_total,fighter2_significant_strikes_breakdown_body,fighter2_significant_strikes_breakdown_body_total,fighter2_significant_strikes_breakdown_leg,fighter2_significant_strikes_breakdown_leg_total,fighter2_significant_strikes_breakdown_distance,fighter2_significant_strikes_breakdown_distance_total,fighter2_significant_strikes_breakdown_clinch,fighter2_significant_strikes_breakdown_clinch_total,fighter2_significant_strikes_breakdown_ground,fighter2_significant_strikes_breakdown_ground_total,fighter2_significant_strikes_absorbed_per_minute,fighter2_weight_lbs,fighter2_average_takedown_landed_per_15_minutes,fighter2_reach_cm,fighter2_significant_strikes_per_minute,fighter2_average_submission_landed_per_15_minutes,fighter2_significant_striking_accuracy,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_stance,fighter2_significant_strikes_pct,fighter2_age,fighter2_significant_strike_defence,fighter2_birthdate,fighter2_takedown_pct,fighter2_height_cm
http://ufcstats.com/fight-details/0a7517a16d2d9db6,UFC Fight Night: Smith vs. Rakic,Zak Cummings,Middleweight Bout,Decision - Unanimous,3,900,2020-08-29,http://ufcstats.com/fighter-details/77d7295d1b22c694,Alessio Di Chirico,0,53,157,0,2,0,0,33,127,12,22,8,8,52,156,1,1,0,0,4.1,185,0.01,187.96,3.2,0,0.425,0.5,0.72,Orthodox,33.76,30.71321013,0.68,1989-12-12,0,182.88,http://ufcstats.com/fighter-details/4ba8d454f762005d,Zak Cummings,1,54,139,0,0,0,0,34,115,11,15,9,9,54,138,0,1,0,0,1.93,205,0,190.5,2.47,0,0.32,0.28,0.5,Southpaw,38.85,36.07392197,0.575,1984-08-02,,182.88
http://ufcstats.com/fight-details/4186686dbd9957cd,UFC Live: Sanchez vs Kampmann,Chris Weidman,Middleweight Bout,Decision - Unanimous,3,900,2011-03-03,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,0,27,71,0,0,0,3,11,50,11,15,5,6,20,60,5,8,2,3,,185,0.01,182.88,4.12,0,0.46,0.769,,Orthodox,38.03,29.49760438,,1981-09-02,,182.88,http://ufcstats.com/fighter-details/3a8176e15b9887c1,Chris Weidman,0,45,105,5,8,0,479,39,99,0,0,6,6,25,72,2,7,18,26,,185,,198.12,,,,,0.231,Orthodox,42.86,26.70773443,0.54,1984-06-17,62.5,187.96
http://ufcstats.com/fight-details/14850f48b2bede47,UFC 57: Liddell vs Couture 3,Alessio Sakara,Light Heavyweight Bout,Decision - Unanimous,3,900,2006-02-04,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,0,70,146,9,9,0,741,61,136,8,9,1,1,21,42,2,2,47,102,6.58,185,0,182.88,8.9,0,0.575,,1,Orthodox,47.95,24.42436687,0.614,1981-09-02,100,182.88,http://ufcstats.com/fighter-details/817e0bdf08efce2e,Elvis Sinosic,0,13,37,0,0,0,12,3,25,0,0,10,12,11,35,2,2,0,0,1.7,205,0,195.58,1.26,0,0.386,0,,Orthodox,35.14,34.97604381,0.425,1971-02-13,,190.5
http://ufcstats.com/fight-details/275c22a93bdd84d8,UFC Live: Vera vs Jones,Alessio Sakara,Middleweight Bout,KO/TKO,1,181,2010-03-21,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,1,13,29,0,0,0,1,7,22,4,5,2,2,12,28,0,0,1,1,0.83,185,0.01,182.88,4.11,0,0.461,0.769,1,Orthodox,44.83,28.54757016,0.5,1981-09-02,,182.88,http://ufcstats.com/fighter-details/a7f4d0902bb64092,James Irvin,0,6,16,0,0,0,0,2,11,0,0,4,5,6,16,0,0,0,0,8.83,205,0,190.5,1.78,0,0.5,0,0.231,Orthodox,37.5,31.52087611,0.539,1978-09-12,,187.96
http://ufcstats.com/fight-details/1197b94bb4b56cc2,UFC 80: Rapid Fire,Alessio Sakara,Light Heavyweight Bout,KO/TKO,1,90,2008-01-19,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,0,8,10,0,0,0,8,8,10,0,0,0,0,0,2,0,0,8,8,0.1,185,0.02,182.88,5.31,0,0.495,0.769,,Orthodox,80,26.37919233,0.5,1981-09-02,,182.88,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,James Lee,0,0,1,2,4,0,42,0,1,0,0,0,0,0,1,0,0,0,0,240,205,0,,4.62,0.1,0.5,,0.231,Southpaw,0,34.32443532,0.505,1973-09-22,50,180.34
http://ufcstats.com/fight-details/830bf05d0ee635a1,UFC Fight Night: Diaz vs Neer,Alessio Sakara,Middleweight Bout,KO/TKO,1,87,2008-09-17,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,1,7,10,0,0,0,0,3,6,3,3,1,1,4,7,2,2,1,1,,185,0.02,182.88,5.19,0,0.494,0.769,,Orthodox,70,27.04175222,,1981-09-02,,182.88,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,Joe Vedepo,0,7,9,0,3,0,23,5,7,2,2,0,0,0,2,7,7,0,0,,185,,,,,,,0.231,Orthodox,77.78,,0.506,,0,182.88
http://ufcstats.com/fight-details/2a50b91600e87994,UFC Fight Night: Machida vs Munoz,Nicholas Musoke,Middleweight Bout,Submission,1,187,2013-10-26,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,0,20,27,1,1,0,47,17,24,3,3,0,0,9,13,4,4,7,10,,185,0.01,182.88,3.85,0,0.466,0.769,,Orthodox,74.07,32.14784394,,1981-09-02,100,182.88,http://ufcstats.com/fighter-details/8b5f9ea38184ded3,Nicholas Musoke,0,12,24,1,1,1,107,9,21,1,1,2,2,6,16,5,7,1,1,,170,,190.5,,,,,0.231,Orthodox,50,27.55920602,0.534,1986-04-05,100,182.88
http://ufcstats.com/fight-details/2aa175f3ebffcdf2,UFC 55: Fury,No Winner Recorded,Light Heavyweight Bout,Could Not Continue,2,310,2005-10-07,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,1,46,80,0,0,0,257,44,77,2,3,0,0,9,18,4,6,33,56,,185,,182.88,,,,,,Orthodox,57.5,24.09582478,,1981-09-02,,182.88,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,Ron Faircloth,0,2,5,0,0,0,0,0,2,1,1,1,2,2,4,0,1,0,0,,205,,,,,,,,Orthodox,40,26.14373717,,1979-08-16,,175.26
http://ufcstats.com/fight-details/faec13fd40b6d797,UFC 101: Declaration,Alessio Sakara,Middleweight Bout,Decision - Split,3,900,2009-08-08,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,0,24,83,0,0,0,33,18,75,6,8,0,0,22,78,0,0,2,5,3.96,185,0.02,182.88,5.17,0,0.5,0.769,0.75,Orthodox,28.92,27.93155373,0.631,1981-09-02,,182.88,http://ufcstats.com/fighter-details/cfb65863d5099327,Thales Leites,0,22,102,4,12,0,161,15,95,1,1,6,6,14,81,0,2,8,19,2.33,185,0.01,198.12,1.79,0.01,0.369,0.25,0.231,Orthodox,21.57,27.92060233,0.5,1981-09-06,33.33,185.42
http://ufcstats.com/fight-details/d8b098e5598509cc,UFC 70: Nations Collide,Alessio Sakara,Light Heavyweight Bout,KO/TKO,1,104,2007-04-21,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,Alessio Sakara,0,6,23,0,0,0,0,6,23,0,0,0,0,5,20,1,3,0,0,2.48,185,0.02,182.88,5.6,0,0.519,0.818,0.667,Orthodox,26.09,25.63175907,0.684,1981-09-02,,182.88,http://ufcstats.com/fighter-details/663b76da637402c3,Victor Valimaki,0,0,10,0,4,0,5,0,10,0,0,0,0,0,10,0,0,0,0,9.93,205,0,,4.4,0,0.316,0.333,0.182,Orthodox,0,,0.481,,0,182.88
http://ufcstats.com/fight-details/f47a32ec7dfda660,UFC on FOX: Gustafsson vs Johnson,Anthony Johnson,Light Heavyweight Bout,KO/TKO,1,135,2015-01-24,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,0,10,20,0,0,0,0,8,16,0,1,2,3,10,20,0,0,0,0,2.96,205,0.01,200.66,4.05,0,0.371,0.4,0.423,Orthodox,50,28.02464066,0.56,1987-01-15,,195.58,http://ufcstats.com/fighter-details/365fee2da473b177,Anthony Johnson,1,30,47,0,0,0,32,29,45,0,0,1,2,9,21,4,5,17,21,4.2,205,0.01,198.12,3.07,0,0.44,0.577,0.6,Orthodox,63.83,30.88569473,0.629,1984-03-06,,187.96
http://ufcstats.com/fight-details/4f9939af9a1d40a3,UFC Fight Night: Gustafsson vs. Smith,Anthony Smith,Light Heavyweight Bout,Submission,4,1058,2019-06-01,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,0,72,151,1,3,0,39,26,79,8,21,38,51,70,147,0,1,2,3,2.42,205,0.01,200.66,4.01,0,0.398,0.4,0.714,Orthodox,47.68,32.37508556,0.522,1987-01-15,33.33,195.58,http://ufcstats.com/fighter-details/d4c9dcd330403612,Anthony Smith,0,49,104,0,1,1,84,19,62,11,19,19,23,44,98,0,1,5,5,5.13,205,0,193.04,3.09,0,0.478,0.286,0.6,Orthodox,47.12,30.84736482,0.602,1988-07-26,0,193.04
http://ufcstats.com/fight-details/923d5041c3b6d763,UFC Fight Night: Gustafsson vs. Teixeira,Alexander Gustafsson,Light Heavyweight Bout,KO/TKO,5,1267,2017-05-28,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,2,97,228,1,3,0,169,77,197,11,21,9,10,77,198,7,14,13,16,3.48,205,0.01,200.66,4.12,0,0.401,0.405,0.459,Orthodox,42.54,30.36550308,0.555,1987-01-15,33.33,195.58,http://ufcstats.com/fighter-details/7ff97850e8c32bda,Glover Teixeira,0,42,134,1,5,0,34,34,123,7,10,1,1,39,126,3,8,0,0,4.77,205,0.01,193.04,4.03,0,0.445,0.541,0.595,Orthodox,31.34,37.58247775,0.599,1979-10-28,20,187.96
http://ufcstats.com/fight-details/fec8b9760d6bb235,UFC 127: Penn vs Fitch,Alexander Gustafsson,Light Heavyweight Bout,Submission,1,267,2011-02-26,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,0,4,9,1,2,2,57,4,9,0,0,0,0,0,3,0,0,4,6,1.66,205,0.01,200.66,2.56,0.02,0.405,0.4,0.5,Orthodox,44.44,24.11498973,0.577,1987-01-15,50,195.58,http://ufcstats.com/fighter-details/f5431394fb284bb9,James Te Huna,0,6,6,1,4,0,175,6,6,0,0,0,0,0,0,0,0,6,6,2.53,185,0.02,190.5,1.64,0,0.423,0.5,0.6,Orthodox,100,29.40999316,0.595,1981-09-29,25,187.96
http://ufcstats.com/fight-details/0549b655619774c5,UFC Fight Night: Arlovski vs. Barnett,Alexander Gustafsson,Light Heavyweight Bout,Decision - Unanimous,3,900,2016-09-03,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,0,50,100,4,5,0,643,43,92,3,3,4,5,15,57,2,2,33,41,1.49,205,0.01,200.66,4.22,0,0.393,0.351,0.375,Orthodox,50,29.63449692,0.457,1987-01-15,80,195.58,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jan Blachowicz,0,28,90,0,1,0,0,18,73,8,15,2,2,24,81,3,6,1,3,10.52,205,0.01,198.12,3.73,0,0.543,0.625,0.649,Orthodox,31.11,33.52498289,0.607,1983-02-24,0,187.96
http://ufcstats.com/fight-details/964245b54324810d,UFC 105: Couture vs Vera,Alexander Gustafsson,Light Heavyweight Bout,KO/TKO,1,41,2009-11-14,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,1,6,23,0,0,0,5,6,23,0,0,0,0,2,16,0,0,4,7,,205,,200.66,,,,,0,Orthodox,26.09,22.83093771,0.286,1987-01-15,,195.58,http://ufcstats.com/fighter-details/23459ee7e373b98f,Jared Hamman,0,6,17,0,0,0,0,3,13,0,1,3,3,6,17,0,0,0,0,,185,0.04,190.5,2.27,0,0.714,1,,Orthodox,35.29,27.69062286,,1982-03-07,,190.5
http://ufcstats.com/fight-details/742fcd610f344810,UFC Fight Night: Gustafsson vs Manuwa,Alexander Gustafsson,Light Heavyweight Bout,KO/TKO,2,378,2014-03-08,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,1,21,43,1,2,0,203,16,36,2,2,3,5,12,31,5,7,4,5,1.42,205,0.01,200.66,4.11,0,0.365,0.393,0.571,Orthodox,48.84,27.1430527,0.357,1987-01-15,50,195.58,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,Jimi Manuwa,0,13,23,0,0,0,0,4,14,1,1,8,8,12,21,1,2,0,0,13.9,205,0.01,200.66,4.82,0,0.643,0.429,0.607,Orthodox,56.52,34.05065024,0.635,1980-02-18,,185.42
http://ufcstats.com/fight-details/e1f77d40503e5259,UFC 112: Invincible,Phil Davis,Light Heavyweight Bout,Submission,1,295,2010-04-10,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,0,0,5,0,2,0,25,0,4,0,1,0,0,0,1,0,4,0,0,70.24,205,0,200.66,8.78,0,0.261,,0.25,Orthodox,0,23.23340178,0.534,1987-01-15,0,195.58,http://ufcstats.com/fighter-details/902ab9197b83d0db,Phil Davis,0,14,18,1,5,1,221,4,8,4,4,6,6,1,2,6,6,7,10,0.4,205,0.01,200.66,3.2,0,0.466,0.75,,Orthodox,77.78,25.53867214,0.739,1984-09-25,20,187.96
http://ufcstats.com/fight-details/93096cfccdbf4fe8,UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson,Light Heavyweight Bout,Decision - Unanimous,3,900,2012-04-14,http://ufcstats.com/fighter-details/3c6976f8182d9527,Alexander Gustafsson,1,76,283,1,1,0,39,50,249,7,13,19,21,72,272,3,8,1,3,9.78,205,0.01,200.66,2.98,0.01,0.401,0.429,0.556,Orthodox,26.86,25.24572211,0.484,1987-01-15,100,195.58,http://ufcstats.com/fighter-details/2924886ee9c4c527,Thiago Silva,0,38,108,0,0,0,0,21,80,4,10,13,18,36,97,2,9,0,2,1.07,205,0.01,187.96,3.51,0,0.516,0.444,0.571,Orthodox,35.19,29.42094456,0.599,1982-11-12,,187.96
http://ufcstats.com/fight-details/b638646fb297228d,UFC Fight Night: Dawson vs. Green,Bill Algeo,Featherweight Bout,Decision - Unanimous,3,900,2023-10-07,http://ufcstats.com/fighter-details/262a7d06203657e6,Alexander Hernandez,0,75,156,0,1,0,35,25,80,45,66,5,10,75,154,0,2,0,0,6.28,155,0.01,182.88,4.57,0,0.407,0.321,0.571,Orthodox,48.08,31.01437372,0.463,1992-10-01,0,175.26,http://ufcstats.com/fighter-details/9abc648e76c4493a,Bill Algeo,1,110,244,1,1,0,7,46,156,33,50,31,38,108,241,2,3,0,0,4.32,145,0,185.42,5.93,0,0.537,0.429,0.679,Switch,45.08,34.32717317,0.593,1989-06-09,100,182.88
