event_url,event_name,event_winner,event_weight_class,event_winning_method,event_total_rounds,event_total_seconds,event_date,fighter1_url,fighter1_name,fighter1_knockdown,fighter1_landed_significant_strikes,fighter1_total_significant_strikes,fighter1_success_takedown,fighter1_total_attempted_takedown,fighter1_submission_attempt,fighter1_control_time_in_seconds,fighter1_significant_strikes_breakdown_head,fighter1_significant_strikes_breakdown_head_total,fighter1_significant_strikes_breakdown_body,fighter1_significant_strikes_breakdown_body_total,fighter1_significant_strikes_breakdown_leg,fighter1_significant_strikes_breakdown_leg_total,fighter1_significant_strikes_breakdown_distance,fighter1_significant_strikes_breakdown_distance_total,fighter1_significant_strikes_breakdown_clinch,fighter1_significant_strikes_breakdown_clinch_total,fighter1_significant_strikes_breakdown_ground,fighter1_significant_strikes_breakdown_ground_total,fighter1_significant_strikes_absorbed_per_minute,fighter1_weight_lbs,fighter1_average_takedown_landed_per_15_minutes,fighter1_reach_cm,fighter1_significant_strikes_per_minute,fighter1_average_submission_landed_per_15_minutes,fighter1_significant_striking_accuracy,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_stance,fighter1_significant_strikes_pct,fighter1_age,fighter1_significant_strike_defence,fighter1_birthdate,fighter1_takedown_pct,fighter1_height_cm,fighter2_url,fighter2_name,fighter2_knockdown,fighter2_landed_significant_strikes,fighter2_total_significant_strikes,fighter2_success_takedown,fighter2_total_attempted_takedown,fighter2_submission_attempt,fighter2_control_time_in_seconds,fighter2_significant_strikes_breakdown_head,fighter2_significant_strikes_breakdown_head_total,fighter2_significant_strikes_breakdown_body,fighter2_significant_strikes_breakdown_body_total,fighter2_significant_strikes_breakdown_leg,fighter2_significant_strikes_breakdown_leg_total,fighter2_significant_strikes_breakdown_distance,fighter2_significant_strikes_breakdown_distance_total,fighter2_significant_strikes_breakdown_clinch,fighter2_significant_strikes_breakdown_clinch_total,fighter2_significant_strikes_breakdown_ground,fighter2_significant_strikes_breakdown_ground_total,fighter2_significant_strikes_absorbed_per_minute,fighter2_weight_lbs,fighter2_average_takedown_landed_per_15_minutes,fighter2_reach_cm,fighter2_significant_strikes_per_minute,fighter2_average_submission_landed_per_15_minutes,fighter2_significant_striking_accuracy,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_stance,fighter2_significant_strikes_pct,fighter2_age,fighter2_significant_strike_defence,fighter2_birthdate,fighter2_takedown_pct,fighter2_height_cm
http://ufcstats.com/fight-details/0bcb04163f8d8ead,UFC Fight Night: Benavidez vs. Figueiredo,Spike Carlyle,Featherweight Bout,KO/TKO,1,85,2020-02-29,http://ufcstats.com/fighter-details/003d82fa384ca1d0,Aalon Cruz,0,2,12,0,1,0,5,2,4,0,4,0,4,2,12,0,0,0,0,,145,0,198.12,9.04,0,0.402,0,,Switch,16.67,30.4421629,,1989-09-20,0,182.88,http://ufcstats.com/fighter-details/be68b375707dcb85,Spike Carlyle,0,20,29,0,0,0,7,19,27,0,1,1,1,2,6,4,5,14,18,,145,,180.34,,,,,1,Switch,68.97,26.81724846,0.598,1993-05-06,,172.72
http://ufcstats.com/fight-details/119559fd8124fee3,UFC Fight Night: Holloway vs. Allen,Gaston Bolanos,Bantamweight Bout,Decision - Unanimous,3,900,2023-04-15,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,Aaron Phillips,0,17,39,3,5,1,361,7,22,9,13,1,4,16,37,1,2,0,0,,135,0,180.34,1.65,0,0.569,0,,Southpaw,43.59,33.69199179,,1989-08-05,60,175.26,http://ufcstats.com/fighter-details/96924b0019b3aff1,Gaston Bolanos,0,63,127,0,0,0,96,32,82,7,14,24,31,43,93,0,0,20,34,,135,,175.26,,,,,1,Orthodox,49.61,30.58179329,0.431,1992-09-14,,170.18
http://ufcstats.com/fight-details/b2867869d4eb98ce,UFC Fight Night: Henderson vs Dos Anjos,Matt Hobar,Bantamweight Bout,Decision - Unanimous,3,900,2014-08-23,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,Aaron Phillips,0,38,54,0,1,0,0,23,39,12,12,3,3,14,25,17,18,7,11,0.47,135,0,180.34,1.2,0,0.45,,,Southpaw,70.37,25.04859685,0.741,1989-08-05,0,175.26,http://ufcstats.com/fighter-details/b57edace7b647f07,Matt Hobar,0,63,100,6,9,0,775,51,85,8,11,4,4,6,15,21,28,36,57,6.47,135,0,177.8,2.51,0,0.259,,,Southpaw,63,27.62491444,0.55,1987-01-07,66.67,177.8
http://ufcstats.com/fight-details/6190569c372725bf,UFC 114: Rampage vs Evans,Aaron Riley,Lightweight Bout,Decision - Unanimous,3,900,2010-05-29,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Aaron Riley,0,46,104,3,8,0,306,17,68,11,15,18,21,27,81,16,19,3,4,0.05,155,0.01,175.26,4.02,0,0.388,0.333,,Southpaw,44.23,29.46748802,0.842,1980-12-09,37.5,172.72,http://ufcstats.com/fighter-details/013da757877044a2,Joe Brammer,0,37,107,1,2,0,33,20,73,14,21,3,13,29,89,8,18,0,0,74.17,155,0,,0.83,0,0.158,,0.667,Orthodox,34.58,26.7652293,0.612,1983-08-23,50,172.72
http://ufcstats.com/fight-details/958bd435389dd12a,UFC 91: Couture vs Lesnar,Aaron Riley,Lightweight Bout,Decision - Unanimous,3,900,2008-11-15,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Aaron Riley,0,98,222,1,1,0,147,63,172,21,27,14,23,69,181,21,29,8,12,11,155,0.01,175.26,3.85,0,0.38,0.286,0.75,Southpaw,44.14,27.93429158,0.674,1980-12-09,100,172.72,http://ufcstats.com/fighter-details/04d5718ed2661e8c,Jorge Gurgel,0,70,199,1,4,0,12,46,166,21,26,3,7,56,174,14,25,0,0,1.11,155,0,175.26,3.18,0,0.326,0.25,0.714,Orthodox,35.18,31.80561259,0.62,1977-01-25,25,170.18
http://ufcstats.com/fight-details/b616969d55fb2d7a,UFC on FOX: Johnson vs Moraga,Justin Salas,Lightweight Bout,Decision - Split,3,900,2013-07-27,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Aaron Riley,0,26,172,0,0,0,0,10,123,8,34,8,15,23,169,3,3,0,0,0.64,155,0.01,175.26,3.75,0,0.385,0.348,0.789,Southpaw,15.12,32.62970568,0.538,1980-12-09,,172.72,http://ufcstats.com/fighter-details/9b198c73e3d0d289,Justin Salas,0,54,140,3,9,0,30,38,115,7,12,9,13,44,127,8,11,2,2,20.12,155,0.02,177.8,3.42,0,0.462,0.211,0.652,Southpaw,38.57,31.37303217,0.615,1982-03-13,33.33,172.72
http://ufcstats.com/fight-details/c0d2c9d507be7415,PRIDE Bushido 7,Aaron Riley,Lightweight Bout,KO/TKO,1,360,2005-05-22,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Aaron Riley,1,36,110,0,0,0,,33,105,3,4,0,1,30,96,4,8,2,6,,155,0,175.26,3.67,0,0.423,0,,Southpaw,32.73,24.44900753,,1980-12-09,,172.72,http://ufcstats.com/fighter-details/9f842be1a5337be6,Michihiro Omigawa,0,10,37,2,5,0,,10,36,0,0,0,1,10,33,0,0,0,4,,145,,172.72,,,,,1,Orthodox,27.03,29.42368241,0.577,1975-12-19,40,167.64
http://ufcstats.com/fight-details/6a61d45818534b19,UFC 101: Declaration,Aaron Riley,Lightweight Bout,Decision - Unanimous,3,900,2009-08-08,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Aaron Riley,0,50,122,2,5,0,468,28,96,18,22,4,4,16,74,24,35,10,13,0.36,155,0,175.26,4.84,0,0.409,0.375,0.7,Southpaw,40.98,28.66255989,0.659,1980-12-09,40,172.72,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,Shane Nelson,0,28,74,0,5,0,1,13,59,14,14,1,1,15,57,13,17,0,0,12.84,155,0.01,177.8,0.95,0.01,0.341,0.3,0.625,Southpaw,37.84,24.6899384,0.591,1984-11-29,0,175.26
http://ufcstats.com/fight-details/f377d703092b1ab2,Strikeforce Challengers 1,Aaron Rosa,Light Heavyweight Bout,Submission,1,269,2009-05-15,http://ufcstats.com/fighter-details/11f8860028b68fcf,Aaron Rosa,0,17,25,1,2,1,,10,16,5,6,2,3,1,6,12,14,4,5,,205,,195.58,,,,,0.625,Orthodox,68,25.96577687,0.356,1983-05-28,50,193.04,http://ufcstats.com/fighter-details/657c21cb133f1445,Anthony Ruiz,0,20,31,0,3,0,,9,16,1,1,10,14,4,7,16,24,0,0,,205,0.01,,2.42,0,0.644,0.375,,Orthodox,64.52,31.52908966,,1977-11-03,0,187.96
http://ufcstats.com/fight-details/48c6c45d9628bb79,UFC on FOX: Velasquez vs Dos Santos,Aaron Rosa,Light Heavyweight Bout,Decision - Majority,3,900,2011-11-12,http://ufcstats.com/fighter-details/11f8860028b68fcf,Aaron Rosa,0,59,99,0,0,0,52,25,63,29,31,5,5,18,55,41,44,0,0,,205,0,195.58,4.44,0,0.443,0.333,,Orthodox,59.6,28.45995893,,1983-05-28,,193.04,http://ufcstats.com/fighter-details/668222c99c5c311d,Matt Lucas,0,19,39,1,10,0,412,19,39,0,0,0,0,14,34,4,4,1,1,,205,,,,,,,0.667,,48.72,,0.557,,10,185.42
http://ufcstats.com/fight-details/e5908d0519fd0240,WEC 36: Faber vs. Brown,Aaron Simpson,Middleweight Bout,KO/TKO,1,18,2008-11-05,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,1,3,7,0,0,0,2,3,6,0,1,0,0,1,5,0,0,2,2,,170,,185.42,,,,,,Orthodox,42.86,34.29705681,,1974-07-20,,182.88,http://ufcstats.com/fighter-details/956dcac65e7b34d6,David Avellan,0,1,4,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,,185,,,,,,,,Orthodox,25,,,,,175.26
http://ufcstats.com/fight-details/2711e57bbef4d928,UFC 102: Couture vs Nogueira,Aaron Simpson,Middleweight Bout,KO/TKO,2,317,2009-08-29,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,1,25,50,3,3,0,186,21,45,2,3,2,2,8,20,3,3,14,27,120,170,0.03,185.42,9.66,0,0.559,1,0.477,Orthodox,50,35.11019849,0.452,1974-07-20,100,182.88,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,0,7,32,0,0,0,0,5,29,2,3,0,0,3,23,3,8,1,1,0.25,205,0.02,195.58,3.1,0.01,0.548,0.523,0,Orthodox,21.88,28.90622861,0.441,1980-10-02,,185.42
http://ufcstats.com/fight-details/b16534d6bb279b2a,UFC 136: Edgar vs Maynard 3,Aaron Simpson,Middleweight Bout,Decision - Unanimous,3,900,2011-10-08,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,2,58,140,0,0,0,30,41,109,17,31,0,0,43,111,13,24,2,5,1.58,170,0.02,185.42,3.5,0,0.507,0.347,0.65,Orthodox,41.43,37.2183436,0.594,1974-07-20,,182.88,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,Eric Schafer,0,14,102,0,0,0,0,13,100,1,2,0,0,11,97,3,5,0,0,5.05,185,0.01,193.04,2.28,0.01,0.406,0.35,0.653,Orthodox,13.73,34.04791239,0.493,1977-09-20,,190.5
http://ufcstats.com/fight-details/1eb7733d880a0b8f,UFC on FUEL TV: Munoz vs Weidman,Aaron Simpson,Welterweight Bout,Decision - Unanimous,3,900,2012-07-11,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,0,48,70,6,14,0,625,27,47,10,12,11,11,5,17,18,22,25,31,0.11,170,0.02,185.42,3.58,0,0.506,0.325,,Orthodox,68.57,37.97672827,0.667,1974-07-20,42.86,182.88,http://ufcstats.com/fighter-details/6e0273f9478be71e,Kenny Robertson,0,29,50,0,6,0,82,10,28,12,15,7,7,9,22,18,26,2,2,69.48,170,0,187.96,2.19,0,0.333,,0.675,Orthodox,58,28.40520192,0.494,1984-02-14,0,177.8
http://ufcstats.com/fight-details/8d886fba9328269c,UFC 123: Rampage vs Machida,Mark Munoz,Middleweight Bout,Decision - Unanimous,3,900,2010-11-20,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,0,43,118,5,11,0,194,21,90,18,24,4,4,27,85,14,30,2,3,5.01,170,0.02,185.42,3.9,0,0.456,0.4,0.867,Orthodox,36.44,36.33675565,0.515,1974-07-20,45.45,182.88,http://ufcstats.com/fighter-details/179f1948dc234f1f,Mark Munoz,0,76,156,1,4,0,177,35,104,19,23,22,29,29,77,43,74,4,5,2.42,185,0.01,180.34,3.1,0,0.485,0.133,0.6,Orthodox,48.72,32.77754962,0.544,1978-02-09,25,182.88
http://ufcstats.com/fight-details/28990faebda68fa8,UFC on FX: Browne vs Bigfoot,Mike Pierce,Welterweight Bout,KO/TKO,2,329,2012-10-05,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,1,28,44,1,1,1,47,23,32,4,11,1,1,10,20,14,20,4,4,3.17,170,0.02,185.42,3.53,0,0.521,0.341,0.538,Orthodox,63.64,38.21218344,0.557,1974-07-20,100,182.88,http://ufcstats.com/fighter-details/236a37d96d476164,Mike Pierce,1,10,21,0,2,0,69,8,19,1,1,1,1,6,15,2,4,2,2,3.15,170,0.01,180.34,2.82,0,0.443,0.462,0.659,Orthodox,47.62,32.09308693,0.479,1980-09-01,0,172.72
http://ufcstats.com/fight-details/f10d3d4ffd5a4922,UFC on FUEL TV: Sanchez vs Ellenberger,Ronny Markes,Middleweight Bout,Decision - Split,3,900,2012-02-15,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,1,55,84,0,5,0,148,34,61,11,13,10,10,24,47,13,14,18,23,0.44,170,0.02,185.42,3.56,0,0.487,0.347,0,Orthodox,65.48,37.5742642,0.231,1974-07-20,0,182.88,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,Ronny Markes,0,62,97,2,6,0,319,28,61,4,5,30,31,36,70,14,14,12,13,21.73,185,0.03,190.5,2.67,0,0.769,1,0.653,Orthodox,63.92,23.81930185,0.513,1988-04-21,33.33,185.42
http://ufcstats.com/fight-details/ddc233f8ca7c05aa,UFC Fight Night: Condit vs Kampmann,Aaron Simpson,Middleweight Bout,KO/TKO,1,100,2009-04-01,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,1,16,27,1,1,0,66,11,22,3,3,2,2,3,5,2,2,11,20,63.33,170,0,185.42,10,0,0.429,,1,Orthodox,59.26,34.69952088,0.424,1974-07-20,100,182.88,http://ufcstats.com/fighter-details/9ca265dfe8323db3,Tim McKenzie,0,1,4,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0.23,185,0,187.96,1.47,0.01,0.576,0,,Orthodox,25,26.69678303,0.571,1982-07-21,,182.88
http://ufcstats.com/fight-details/be72958d9715757d,UFC Fight Night: Maynard vs Diaz,Aaron Simpson,Middleweight Bout,Decision - Split,3,900,2010-01-11,http://ufcstats.com/fighter-details/d5f820c11a121050,Aaron Simpson,0,36,108,2,6,0,268,22,85,12,20,2,3,14,66,19,37,3,5,1.93,170,0.04,185.42,6.07,0,0.524,1,0.632,Orthodox,33.33,35.47980835,0.391,1974-07-20,33.33,182.88,http://ufcstats.com/fighter-details/4d44f37107f01b9b,Tom Lawlor,0,52,128,1,6,2,157,50,126,2,2,0,0,22,73,30,54,0,1,2.76,205,0.03,187.96,0.88,0,0.609,0.368,0,Southpaw,40.62,26.66119097,0.476,1983-05-15,16.67,182.88
http://ufcstats.com/fight-details/8de77d642da0c799,DWCS 8.6,Elijah Smith,Bantamweight Bout,Decision - Unanimous,3,900,2024-09-17,http://ufcstats.com/fighter-details/7abf7f8778472b7b,Aaron Tau,0,76,135,0,2,0,60,55,104,19,27,2,4,75,134,1,1,0,0,,135,,167.64,,,,,,Switch,56.3,31.07460643,,1993-08-21,0,162.56,http://ufcstats.com/fighter-details/7478b7f959ba61f5,Elijah Smith,0,75,180,5,11,1,134,62,163,9,12,4,5,63,165,7,8,5,7,,135,,180.34,,,,,,Orthodox,41.67,22.03422313,,2002-09-05,45.45,175.26
http://ufcstats.com/fight-details/ba8f219260e212f8,UFC Fight Night: Rozenstruik vs. Gaziev,Loik Radzhabov,Lightweight Bout,KO/TKO,3,649,2024-03-02,http://ufcstats.com/fighter-details/597499ac7a5aac62,Abdul-Kareem Al-Selwady,0,38,68,3,7,0,164,15,34,8,11,15,23,34,61,4,7,0,0,3.93,155,0,175.26,4.6,0,0.286,0.167,0.476,Orthodox,55.88,28.89527721,0.576,1995-04-10,42.86,172.72,http://ufcstats.com/fighter-details/8c169fbe1ac33637,Loik Radzhabov,1,39,90,4,5,0,87,33,72,6,15,0,3,18,63,2,2,19,25,3.05,155,0.03,175.26,2.61,0,0.424,0.524,0.833,Orthodox,43.33,33.45653662,0.714,1990-09-17,80,180.34
http://ufcstats.com/fight-details/46fa8e79fe8a9539,UFC Fight Night: Namajunas vs. Cortez,No Winner Recorded,Middleweight Bout,Could Not Continue,1,37,2024-07-13,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,0,23,30,0,0,0,27,23,30,0,0,0,0,0,0,4,4,19,26,1.25,185,0,185.42,3.31,0,0.483,0.385,0.474,Orthodox,76.67,38.92128679,0.458,1985-08-11,,177.8,http://ufcstats.com/fighter-details/f14f644d41ade29f,Cody Brundage,0,1,2,0,1,0,3,1,2,0,0,0,0,1,2,0,0,0,0,4.27,185,0.01,182.88,1.62,0,0.542,0.526,0.615,Orthodox,50,30.16016427,0.517,1994-05-16,0,182.88
http://ufcstats.com/fight-details/a850ba762f3c5334,UFC Fight Night: Whittaker vs. Gastelum,Jacob Malkoun,Middleweight Bout,Decision - Unanimous,3,900,2021-04-17,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,0,21,47,0,0,0,2,11,33,9,12,1,2,14,38,5,6,2,3,0,185,0,185.42,4.45,0,0.482,0.286,,Orthodox,44.68,35.68240931,1,1985-08-11,,177.8,http://ufcstats.com/fighter-details/d4270315cbcf2569,Jacob Malkoun,0,27,55,8,24,2,701,24,51,2,3,1,1,18,37,3,9,6,9,596.67,185,0,185.42,0,0,0,,0.714,Orthodox,49.09,25.64271047,0.518,1995-08-26,33.33,175.26
http://ufcstats.com/fight-details/30eb24f7904c2128,UFC Fight Night: Felder vs. Dos Anjos,Khaos Williams,Welterweight Bout,KO/TKO,1,30,2020-11-14,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0.25,185,0,185.42,4.45,0,0.48,0.286,1,Orthodox,100,35.26078029,0.412,1985-08-11,,177.8,http://ufcstats.com/fighter-details/2558ae2e5671e318,Khaos Williams,1,5,10,0,0,0,0,2,7,0,0,3,3,4,9,0,0,1,1,393.33,170,0,195.58,22.22,0,0.588,0,0.714,Orthodox,50,26.62833676,0.52,1994-03-30,,182.88
http://ufcstats.com/fight-details/33d2a1dbb8a7fef5,UFC Fight Night: Kattar vs. Ige,Mounir Lazzez,Welterweight Bout,Decision - Unanimous,3,900,2020-07-15,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,0,67,133,1,4,0,91,49,108,6,6,12,19,61,119,6,14,0,0,,185,0,185.42,4.45,0,0.466,0.333,,Orthodox,50.38,34.92676249,,1985-08-11,25,177.8,http://ufcstats.com/fighter-details/49ee5024966efc0d,Mounir Lazzez,0,98,177,4,4,0,292,51,118,25,36,22,23,78,151,14,20,6,6,,170,,193.04,,,,,0.667,Orthodox,55.37,32.66255989,0.534,1987-11-16,100,185.42
http://ufcstats.com/fight-details/f3bebb48771a414a,UFC 228: Woodley vs. Till,Abdul Razak Alhassan,Welterweight Bout,KO/TKO,1,43,2018-09-08,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,1,15,21,0,0,0,2,11,17,3,3,1,1,14,20,1,1,0,0,4.16,185,0,185.42,3.96,0,0.442,0.333,0.692,Orthodox,71.43,33.07597536,0.703,1985-08-11,,177.8,http://ufcstats.com/fighter-details/d8da10db80131bec,Niko Price,0,4,10,0,1,0,0,2,6,2,4,0,0,4,10,0,0,0,0,2.32,170,0.01,193.04,2.45,0.01,0.297,0.308,0.667,Orthodox,40,28.94182067,0.558,1989-09-29,0,182.88
http://ufcstats.com/fight-details/78e38f1ad43c3479,UFC Fight Night: Gustafsson vs. Teixeira,Omari Akhmedov,Welterweight Bout,Decision - Split,3,900,2017-05-28,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,0,43,99,0,0,0,1,37,88,3,5,3,6,37,91,6,8,0,0,218.49,185,0,185.42,13.58,0,0.545,,0.5,Orthodox,43.43,31.79466119,0.653,1985-08-11,,177.8,http://ufcstats.com/fighter-details/16690d100f995f8f,Omari Akhmedov,0,52,153,6,9,0,340,42,140,6,9,4,4,38,126,2,5,12,22,0.18,185,0.01,185.42,2.82,0,0.347,0.5,,Orthodox,33.99,29.62628337,0.455,1987-10-12,66.67,182.88
http://ufcstats.com/fight-details/70e5b3cba465ed6c,DREAM 7: Featherweight Grand Prix 2009 1st Round,Abel Cullum,Featherweight Bout,Decision - Unanimous,2,600,2009-03-08,http://ufcstats.com/fighter-details/2f8f3c69522db931,Abel Cullum,0,29,65,7,12,5,,14,50,10,10,5,5,6,26,3,3,20,36,,139,,,,,,,,Orthodox,44.62,21.88090349,,1987-04-21,58.33,170.18,http://ufcstats.com/fighter-details/6c9383ffab2725a5,Akiyo Nishiura,0,20,40,0,0,0,,13,32,5,5,2,3,7,19,4,4,9,17,,139,,,,,,,,Southpaw,50,25.58247775,,1983-08-08,,172.72
http://ufcstats.com/fight-details/94cecf4bd29793e1,UFC Fight Night: Bermudez vs. The Korean Zombie,James Vick,Lightweight Bout,Submission,3,649,2017-02-04,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Abel Trujillo,0,11,33,1,5,0,135,9,30,1,2,1,1,11,32,0,1,0,0,2.97,155,0.01,177.8,3.01,0,0.433,0.591,1,Orthodox,33.33,33.38261465,0.61,1983-09-18,20,172.72,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,James Vick,0,25,67,1,2,3,141,13,51,8,12,4,4,21,63,3,3,1,1,4.23,155,0,193.04,4.17,0,0.39,0,0.409,Orthodox,37.31,29.94934976,0.567,1987-02-23,50,190.5
http://ufcstats.com/fight-details/f457d55f78d581f9,UFC Fight Night: Almeida vs Garbrandt,Abel Trujillo,Lightweight Bout,Decision - Unanimous,3,900,2016-05-29,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Abel Trujillo,0,35,80,3,3,0,244,29,72,6,8,0,0,25,63,4,7,6,10,,155,0.01,177.8,3.17,0,0.432,0.526,,Orthodox,43.75,32.6954141,,1983-09-18,100,172.72,http://ufcstats.com/fighter-details/c07efc18b231f170,Jordan Rinaldi,0,18,58,2,7,1,232,14,49,2,5,2,4,16,54,1,3,1,1,,145,,182.88,,,,,0.474,Orthodox,31.03,28.67624914,0.568,1987-09-25,28.57,177.8
http://ufcstats.com/fight-details/4618dcef2dc6250f,UFC on FOX: Johnson vs. Benavidez 2,Abel Trujillo,Lightweight Bout,KO/TKO,2,395,2013-12-14,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Abel Trujillo,0,43,64,5,6,0,132,29,48,11,13,3,3,15,33,11,12,17,19,7.56,155,0.01,177.8,3.48,0,0.518,1,0.548,Orthodox,67.19,30.23956194,0.515,1983-09-18,83.33,172.72,http://ufcstats.com/fighter-details/3b9f723e2720a238,Roger Bowling,0,9,33,0,1,0,42,2,22,1,1,6,10,7,31,2,2,0,0,1.92,155,0.02,172.72,4.17,0,0.485,0.452,0,Orthodox,27.27,31.02532512,0.482,1982-12-05,0,175.26
http://ufcstats.com/fight-details/5337461354f23b98,UFC 195: Lawler vs Condit,Abel Trujillo,Lightweight Bout,Submission,1,198,2016-01-02,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Abel Trujillo,0,4,11,0,2,1,17,2,8,2,3,0,0,3,10,1,1,0,0,0.56,155,0.01,177.8,3.28,0,0.434,0.588,1,Orthodox,36.36,32.29021218,0.312,1983-09-18,0,172.72,http://ufcstats.com/fighter-details/57bad6a84230f0c9,Tony Sims,0,5,12,1,1,0,12,5,12,0,0,0,0,5,12,0,0,0,0,10.95,155,0,177.8,1.86,0,0.688,0,0.412,Southpaw,41.67,30.21765914,0.566,1985-10-14,100,180.34
http://ufcstats.com/fight-details/f194b90c87126a95,Strikeforce Challengers 7,Abongo Humphrey,Light Heavyweight Bout,Submission,1,104,2010-03-26,http://ufcstats.com/fighter-details/cb1b4d237b0079e6,Abongo Humphrey,0,4,9,0,0,1,,2,6,0,0,2,3,4,9,0,0,0,0,,205,0,,1.66,0,0.344,0,,Orthodox,44.44,,,,,180.34,http://ufcstats.com/fighter-details/f0c779dc2ca3816c,George Bush,0,11,17,2,3,0,,3,9,0,0,8,8,10,15,0,0,1,2,,205,,,,,,,1,,64.71,,0.656,,66.67,185.42
http://ufcstats.com/fight-details/7a0297fb8ff88b39,Strikeforce Challengers 9,Mike Kyle,Light Heavyweight Bout,Submission,2,508,2010-07-23,http://ufcstats.com/fighter-details/cb1b4d237b0079e6,Abongo Humphrey,0,17,38,2,2,4,,6,24,3,4,8,10,14,30,2,3,1,5,6.33,205,0,,1.79,0.01,0.366,0,0.5,Orthodox,44.74,,0.442,,100,180.34,http://ufcstats.com/fighter-details/56b8b24f65f9f057,Mike Kyle,0,43,76,1,2,1,,21,51,18,21,4,4,18,47,16,16,9,13,0.74,205,0,195.58,2.62,0.01,0.558,0.5,1,Orthodox,56.58,30.31074606,0.634,1980-03-31,50,193.04
http://ufcstats.com/fight-details/1af574c0814429ac,UFC Fight Night: Zabit vs. Kattar,David Zawada,Welterweight Bout,Submission,1,170,2019-11-09,http://ufcstats.com/fighter-details/029e1293e609fd74,Abubakar Nurmagomedov,0,4,9,1,1,0,110,3,8,0,0,1,1,4,9,0,0,0,0,,170,,182.88,,,,,0.778,Orthodox,44.44,29.98767967,0.573,1989-11-13,100,180.34,http://ufcstats.com/fighter-details/3bb2dc8e87b10a46,David Zawada,0,2,11,0,0,2,0,0,7,1,3,1,1,2,11,0,0,0,0,,170,0,190.5,3.64,0.01,0.427,0.222,,Orthodox,18.18,29.27310062,,1990-08-01,,182.88
http://ufcstats.com/fight-details/a122968e96068800,UFC Fight Night: Kara-France vs. Albazi,Elizeu Zaleski dos Santos,Welterweight Bout,Decision - Split,3,900,2023-06-03,http://ufcstats.com/fighter-details/029e1293e609fd74,Abubakar Nurmagomedov,0,29,54,1,8,0,376,13,37,6,7,10,10,23,48,6,6,0,0,20.62,170,0.01,182.88,3.17,0,0.531,0.3,0.848,Orthodox,53.7,33.5523614,0.578,1989-11-13,12.5,180.34,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,Elizeu Zaleski dos Santos,0,42,113,0,2,0,15,16,75,13,22,13,16,27,87,15,26,0,0,0.71,170,0,185.42,4.65,0,0.422,0.152,0.7,Orthodox,37.17,36.47638604,0.469,1986-12-11,0,180.34
http://ufcstats.com/fight-details/cea6760d7bfbe19b,UFC 280: Oliveira vs. Makhachev,Abubakar Nurmagomedov,Welterweight Bout,Decision - Unanimous,3,900,2022-10-22,http://ufcstats.com/fighter-details/029e1293e609fd74,Abubakar Nurmagomedov,0,40,67,1,4,0,475,29,55,5,6,6,6,36,61,3,4,1,2,1.23,170,0.01,182.88,3.59,0,0.496,0.333,0.333,Orthodox,59.7,32.93908282,0.585,1989-11-13,25,180.34,http://ufcstats.com/fighter-details/684d3aee255a3d09,Gadzhi Omargadzhiev,0,38,99,1,7,0,68,22,69,13,26,3,4,25,81,12,14,1,4,3.51,170,0.01,180.34,1.21,0,0.415,0.667,0.667,Switch,38.38,29.65639973,0.504,1993-02-24,14.29,185.42
